StationAdd,StationA_1,BikesCapac,HubName,HubDist,StationUID,StationID,AuthorityI,StationNam,StationN_1,originlat,originlon,Tlat,Tlon,url,http
仁愛路四段/延吉街(東南側)(鄰近大安親子館),"Sec. 4, Ren’ai Rd./Yanji St.",34,BL17,410.168458,TPE0187,187,TPE,仁愛延吉街口,Renai & Yanji Intersection,25.037465,121.555769,25.041029,121.556704,"https://api.mapbox.com/directions/v5/mapbox/walking/121.555769,25.037465;121.556704, 25.041029?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.555769,25.037465;121.556704, 25.041029?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
延平北路六段/社中街(社子國小對面跨提便道橋下),"Sec. 6, Yanping N. Rd./Shezhong St.",56,O51,2246.617776,TPE0188,188,TPE,社子國小,Taipei Municipal Shezi Elementary School,25.090293,121.50189,25.07694,121.486752,"https://api.mapbox.com/directions/v5/mapbox/walking/121.50189,25.090293;121.486752, 25.07694?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.50189,25.090293;121.486752, 25.07694?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
金龍路213巷1弄7號前,"No.7, Aly. 1, Ln. 213, Jinlong Rd.",38,BR19,859.9349606,TPE0189,189,TPE,金瑞公園(金龍路),JinRui Park,25.087987,121.58781,25.08374,121.594266,"https://api.mapbox.com/directions/v5/mapbox/walking/121.58781,25.087987;121.594266, 25.08374?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.58781,25.087987;121.594266, 25.08374?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
北安路458巷41弄/北安路536巷(捷運大直站3號出口前人行道),"Aly. 41, Ln. 458, Bei’an Rd./Ln. 536, Bei’an Rd.",40,BR14,24.52770322,TPE0190,190,TPE,捷運大直站(3號出口),MRT Dazhi Sta. (Exit 3),25.079278,121.546683,25.07931,121.546901,"https://api.mapbox.com/directions/v5/mapbox/walking/121.546683,25.079278;121.546901, 25.07931?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.546683,25.079278;121.546901, 25.07931?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
成功路五段/大湖山莊街(大湖公園地下停車場旁)(鄰近大湖公園),"Sec. 5, Chenggong Rd./Dahu Shanzhuang St.",58,BR20,27.65208418,TPE0191,191,TPE,捷運大湖公園站(2號出口),MRT Dahu Park Sta. (Exit 2),25.083873,121.60206,25.08367,121.60221,"https://api.mapbox.com/directions/v5/mapbox/walking/121.60206,25.083873;121.60221, 25.08367?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.60206,25.083873;121.60221, 25.08367?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
康寧路三段/成功路五段450巷21弄(西北側)(捷運葫洲站1號出口前自行車停放區),"Sec. 3, Kangning Rd./Aly. 21, Ln. 450, Sec. 5, Chenggong Rd.",44,BR21,19.87388088,TPE0192,192,TPE,捷運葫洲站(1號出口),MRT Huzhou Sta. (Exit 1),25.072485,121.607955,25.072638,121.608047,"https://api.mapbox.com/directions/v5/mapbox/walking/121.607955,25.072485;121.608047, 25.072638?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.607955,25.072485;121.608047, 25.072638?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
舊莊街一段91巷/舊莊街一段91巷12弄(舊莊區民活動中心前)(鄰近胡適公園),"Ln. 91, Sec. 1, Jiuzhuang St./Aly. 12, Ln. 91, Sec. 1, Jiuzhuang St.",36,BR24,1426.503431,TPE0193,193,TPE,舊莊區民活動中心,Jiuzhuang Recreation Center,25.041277,121.61935,25.05403,121.618148,"https://api.mapbox.com/directions/v5/mapbox/walking/121.61935,25.041277;121.618148, 25.05403?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.61935,25.041277;121.618148, 25.05403?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
市民大道二段/林森北路(東北側)(鄰近台北國際藝術村/台北希望廣場),"Sec. 2, Civic Blvd./Linsen N. Rd.",50,BL13,353.5504574,TPE0194,194,TPE,市民林森路口,Civic Blvd Linsen Intersection,25.047958,121.524388,25.045097,121.523009,"https://api.mapbox.com/directions/v5/mapbox/walking/121.524388,25.047958;121.523009, 25.045097?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.524388,25.047958;121.523009, 25.045097?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
信義路一段/杭州南路一段(西北側)(鄰近國立中正紀念堂),"Sec. 1, Xinyi Rd./Sec. 1, Hangzhou S. Rd.",50,O06,437.7311834,TPE0195,195,TPE,信義杭州路口(中華電信總公司),Xinyi Hangzhou Intersection(Chunghwa Telecom),25.035851,121.523987,25.03422,121.527565,"https://api.mapbox.com/directions/v5/mapbox/walking/121.523987,25.035851;121.527565, 25.03422?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.523987,25.035851;121.527565, 25.03422?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
民權東路六段/成功路二段320巷31弄(東南側)(鄰近防災科學教育館),"Sec. 6, Minquan E. Rd./Aly. 31, Ln. 320, Sec. 2, Chenggong Rd.",20,BR18,1175.224797,TPE0196,196,TPE,新湖國小,Xinhu Elementary School,25.068744,121.589233,25.078671,121.58564,"https://api.mapbox.com/directions/v5/mapbox/walking/121.589233,25.068744;121.58564, 25.078671?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.589233,25.068744;121.58564, 25.078671?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
八德路/松信路(西南側),The S.W. side of St.Wuchang & Road Longjiang.,34,G19,486.5967984,TPE0197,197,TPE,饒河夜市(八德路側),Raohe Night Market,25.049845,121.571885,25.050171,121.576244,"https://api.mapbox.com/directions/v5/mapbox/walking/121.571885,25.049845;121.576244, 25.050171?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.571885,25.049845;121.576244, 25.050171?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
重陽路125巷26號至36-2號對面人行道,"No.26 to No. 36-2, Ln. 125, Chongyang Rd. (opposite)",44,BL21,865.6483688,TPE0201,201,TPE,東陽公園,Dongyang Park,25.057164,121.597924,25.050572,121.593799,"https://api.mapbox.com/directions/v5/mapbox/walking/121.597924,25.057164;121.593799, 25.050572?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.597924,25.057164;121.593799, 25.050572?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
大度路三段270巷/立功街55巷(西南側人行道),"Ln. 270, Sec. 3, Dadu Rd./Ln. 55, Ligong St.",60,R25,88.41781374,TPE0202,202,TPE,捷運關渡站,MRT Guandu Sta.,25.124646,121.467336,25.125431,121.467215,"https://api.mapbox.com/directions/v5/mapbox/walking/121.467336,25.124646;121.467215, 25.125431?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.467336,25.124646;121.467215, 25.125431?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
中華路二段465號對面人行道(古亭國中),"No.465, Sec. 2, Zhonghua Rd. (opposite)",40,G11,1199.512562,TPE0203,203,TPE,古亭國中,Guting Junior High School,25.024487,121.51057,25.03522,121.511455,"https://api.mapbox.com/directions/v5/mapbox/walking/121.51057,25.024487;121.511455, 25.03522?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.51057,25.024487;121.511455, 25.03522?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
士東路276號至280號對面人行道,"No.276 to No. 280, Shidong Rd., (opposite)",42,R17,2001.820791,TPE0204,204,TPE,臺北市立大學(天母校區),University of Taipei Tianmu Campus,25.113625,121.53742,25.1038,121.522356,"https://api.mapbox.com/directions/v5/mapbox/walking/121.53742,25.113625;121.522356, 25.10380?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.53742,25.113625;121.522356, 25.10380?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
木柵路一段290號西側人行道(木柵光輝路口),"No.290, Sec. 1, Muzha Rd.",24,BR04,1262.719772,TPE0205,205,TPE,木柵光輝路口,Mucha Guanghui Intersection,24.988241,121.55561,24.99938,121.557737,"https://api.mapbox.com/directions/v5/mapbox/walking/121.55561,24.988241;121.557737, 24.99938?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.55561,24.988241;121.557737, 24.99938?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
辛亥路四段114號旁人行道(捷運辛亥站),"No.114, Sec. 4, Xinhai Rd.",32,BR05,33.50883093,TPE0206,206,TPE,捷運辛亥站,MRT Xinhai Sta.,25.005386,121.55716,25.00511,121.557021,"https://api.mapbox.com/directions/v5/mapbox/walking/121.55716,25.005386;121.557021, 25.00511?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.55716,25.005386;121.557021, 25.00511?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
延平北路七段250號前人行道(福安國中),"No.250, Sec. 7, Yanping N. Rd.",30,O53,2472.370667,TPE0207,207,TPE,福安國中,Fu-an Junior Hight School,25.103242,121.487477,25.085791,121.473739,"https://api.mapbox.com/directions/v5/mapbox/walking/121.487477,25.103242;121.473739, 25.085791?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.487477,25.103242;121.473739, 25.085791?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
和平西路三段280號對面人行道(龍山國小)(鄰近艋舺夜市(萬華夜市)),"No.280, Sec. 3, Heping W. Rd. (opposite)",46,BL10,466.273019,TPE0208,208,TPE,龍山國小,Longshan Elementary School,25.035555,121.495342,25.035484,121.49953,"https://api.mapbox.com/directions/v5/mapbox/walking/121.495342,25.035555;121.49953, 25.035484?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.495342,25.035555;121.49953, 25.035484?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
中央北路三段17-1號對面人行道 (中央北路三段53巷側),"No.17-1, Sec. 3, Zhongyang N. Rd. (opposite)",42,R23,80.02532036,TPE0209,209,TPE,捷運復興崗站,MRT Fuxinggang Sta.,25.137837,121.486071,25.137665,121.485373,"https://api.mapbox.com/directions/v5/mapbox/walking/121.486071,25.137837;121.485373, 25.137665?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.486071,25.137837;121.485373, 25.137665?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
樂群二路180號前廣場,"No.180, Lequn 2nd Rd.",60,BR15,572.0662276,TPE0210,210,TPE,樂群二敬業四路口,Lequn 2nd & Jingye 4th Intersection,25.079766,121.558135,25.084484,121.556098,"https://api.mapbox.com/directions/v5/mapbox/walking/121.558135,25.079766;121.556098, 25.084484?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.558135,25.079766;121.556098, 25.084484?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
星雲街210巷11號旁平面停車場,"No.11, Ln. 210, Xingyun St.",40,BR19,428.8383097,TPE0211,211,TPE,星雲金湖街口,Xingyun & Jinhu Intersection,25.080915,121.597339,25.083636,121.594612,"https://api.mapbox.com/directions/v5/mapbox/walking/121.597339,25.080915;121.594612, 25.083636?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.597339,25.080915;121.594612, 25.083636?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
北安路676號前人行道,"No.676, Bei’an Rd.",50,BR14,526.4379696,TPE0212,212,TPE,北安大直街口,Bei'an & Dazhi Intersection,25.084223,121.549452,25.080118,121.547104,"https://api.mapbox.com/directions/v5/mapbox/walking/121.549452,25.084223;121.547104, 25.080118?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.549452,25.084223;121.547104, 25.080118?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
磺溪街80號~82號對面人行道(蘭雅國小東側),"No.80 to No.82, Huangxi St. (opposite)",30,R17,450.6512863,TPE0213,213,TPE,蘭雅國小,Lanya Elementary School,25.107782,121.523107,25.103804,121.522356,"https://api.mapbox.com/directions/v5/mapbox/walking/121.523107,25.107782;121.522356, 25.103804?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.523107,25.107782;121.522356, 25.103804?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
南京東路六段131號至137號對面綠地,"No.131 to No.137, Sec. 6, Nanjing E. Rd. (opposite)",54,G19,601.4149101,TPE0214,214,TPE,基河一期國宅,Jihe First Phase Republic Housing,25.055935,121.578645,25.050557,121.57813,"https://api.mapbox.com/directions/v5/mapbox/walking/121.578645,25.055935;121.57813, 25.050557?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.578645,25.055935;121.57813, 25.050557?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
鄭州路/塔城街(西南側)(捷運北門站3號出口)(鄰近海關博物館/北門-承恩門),Zhengzhou Rd./Tacheng St.(southwest),62,G13,15.65177376,TPE0215,215,TPE,捷運北門站(3號出口),MRT Beimen Sta. (Exit.3),25.04993,121.510367,25.049943,121.510227,"https://api.mapbox.com/directions/v5/mapbox/walking/121.510367,25.04993;121.510227, 25.049943?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.510367,25.04993;121.510227, 25.049943?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
崇實路/大直街62巷(東南側),Chongshi Rd./Dazhi St. (southeast),50,BR14,388.7303715,TPE0216,216,TPE,培英公園,Peiying Park,25.082553,121.544601,25.080118,121.547104,"https://api.mapbox.com/directions/v5/mapbox/walking/121.544601,25.082553;121.547104, 25.080118?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.544601,25.082553;121.547104, 25.080118?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
新湖三路28號前人行道(鄰近台北花市),"No.28, Xinhu 3rd Rd.",40,G19,1405.931257,TPE0217,217,TPE,臺北花市,Taipei Flowers Auction,25.062645,121.574267,25.050171,121.576244,"https://api.mapbox.com/directions/v5/mapbox/walking/121.574267,25.062645;121.576244, 25.050171?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.574267,25.062645;121.576244, 25.050171?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
基隆路一段172巷15號對面人行道(松山高中),"No.15, Ln. 172, Sec. 1, Keelung Rd. (opposite)",42,BL18,258.7090353,TPE0218,218,TPE,松山高中,SONG-SHAN Senior High School,25.043299,121.564108,25.041408,121.565459,"https://api.mapbox.com/directions/v5/mapbox/walking/121.564108,25.043299;121.565459, 25.041408?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.564108,25.043299;121.565459, 25.041408?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
環河南路二段300號對面人行道(大理高中),"No.300, Sec. 2, Huanhe S. Rd. (opposite)",38,BL10,1091.122218,TPE0219,219,TPE,大理高中,Dali High School,25.031147,121.49074,25.03548,121.49953,"https://api.mapbox.com/directions/v5/mapbox/walking/121.49074,25.031147;121.49953, 25.03548?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.49074,25.031147;121.49953, 25.03548?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
安西街1巷15號對面人行道(大稻埕公園),"No.15, Ln. 1, Anxi St. (opposite)",36,O12,490.4324542,TPE0220,220,TPE,大稻埕公園,Dadaocheng Park,25.059162,121.510512,25.06318,121.512319,"https://api.mapbox.com/directions/v5/mapbox/walking/121.510512,25.059162;121.512319, 25.06318?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.510512,25.059162;121.512319, 25.06318?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
吳興街583巷67弄(泰和公園),"No.5, Aly. 67, Ln. 600, Wuxing St. (opposite)",40,BR06,1389.812051,TPE0221,221,TPE,泰和公園,Taihe Park,25.019276,121.57107,25.01855,121.558606,"https://api.mapbox.com/directions/v5/mapbox/walking/121.57107,25.019276;121.558606, 25.01855?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.57107,25.019276;121.558606, 25.01855?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
中山北路2段180號對面(鄰近大同大學/雙城街夜市),"No.180, Sec. 2, Zhongshan N. Rd. (opposite)",30,R13,190.0143167,TPE0222,222,TPE,撫順公園,Fushun Park,25.064108,121.522065,25.063027,121.520744,"https://api.mapbox.com/directions/v5/mapbox/walking/121.522065,25.064108;121.520744, 25.063027?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q","https://api.mapbox.com/directions/v5/mapbox/walking/121.522065,25.064108;121.520744, 25.063027?access_token=pk.eyJ1IjoiZ3JhbnRhYmM5OSIsImEiOiJjamhoZ2VrMGcxdDdmM2FwM3U2emkxZDBjIn0.RFRCH0jQOLFTAK7g93VM7Q"
